
 ,U1,U2,INV1,INV2,K1,K2,X1,X2,NPVTOT,NPVLAND,NPVOCEAN
T-1328      ,981.13193042,4.8489072E+3, 10.19474654, 19.33971622, 52.64572768, 64.31812049,6.2121656E+4,7.5389449E+5,520.30521437,334.96171539,185.34349898
T-1329      ,978.96013977,4.8461220E+3, 10.18822541, 19.34102359, 52.61228777, 64.32254850,6.2023542E+4,7.5340960E+5,520.30817897,334.96217806,185.34600092
T-1330      ,976.79405335,4.8433381E+3, 10.18170878, 19.34233051, 52.57886454, 64.32697440,6.1925646E+4,7.5292499E+5,520.31112803,334.96263762,185.34849041
T-1331      ,974.63365631,4.8405554E+3, 10.17519665, 19.34363696, 52.54545812, 64.33139822,6.1827967E+4,7.5244066E+5,520.31406162,334.96309411,185.35096752
T-1332      ,972.47893380,4.8377739E+3, 10.16868905, 19.34494296, 52.51206861, 64.33581997,6.1730504E+4,7.5195660E+5,520.31697984,334.96354753,185.35343230
T-1333      ,970.32987104,4.8349936E+3, 10.16218599, 19.34624851, 52.47869613, 64.34023967,6.1633256E+4,7.5147282E+5,520.31988274,334.96399792,185.35588483
T-1334      ,968.18645326,4.8322145E+3, 10.15568750, 19.34755362, 52.44534080, 64.34465733,6.1536223E+4,7.5098932E+5,520.32277043,334.96444528,185.35832515
T-1335      ,966.04866573,4.8294366E+3, 10.14919360, 19.34885830, 52.41200272, 64.34907297,6.1439404E+4,7.5050610E+5,520.32564297,334.96488965,185.36075333
T-1336      ,963.91649377,4.8266600E+3, 10.14270430, 19.35016255, 52.37868202, 64.35348661,6.1342799E+4,7.5002316E+5,520.32850045,334.96533103,185.36316942
T-1337      ,961.78992270,4.8238845E+3, 10.13621962, 19.35146637, 52.34537879, 64.35789827,6.1246408E+4,7.4954049E+5,520.33134294,334.96576946,185.36557348
T-1338      ,959.66893789,4.8211103E+3, 10.12973959, 19.35276978, 52.31209317, 64.36230796,6.1150229E+4,7.4905811E+5,520.33417053,334.96620495,185.36796557
T-1339      ,957.55352475,4.8183373E+3, 10.12326422, 19.35407278, 52.27882525, 64.36671570,6.1054262E+4,7.4857599E+5,520.33698328,334.96663753,185.37034575
T-1340      ,955.44366873,4.8155654E+3, 10.11679353, 19.35537537, 52.24557516, 64.37112150,6.0958506E+4,7.4809416E+5,520.33978128,334.96706720,185.37271408
T-1341      ,953.33935528,4.8127949E+3, 10.11032754, 19.35667757, 52.21234300, 64.37552540,6.0862962E+4,7.4761260E+5,520.34256461,334.96749399,185.37507061
T-1342      ,951.24056992,4.8100255E+3, 10.10386628, 19.35797937, 52.17912888, 64.37992739,6.0767628E+4,7.4713132E+5,520.34533334,334.96791793,185.37741541
T-1343      ,949.14729817,4.8072573E+3, 10.09740975, 19.35928079, 52.14593292, 64.38432751,6.0672504E+4,7.4665032E+5,520.34808754,334.96833902,185.37974852
T-1344      ,947.05952561,4.8044904E+3, 10.09095799, 19.36058182, 52.11275523, 64.38872576,6.0577589E+4,7.4616960E+5,520.35082730,334.96875730,185.38207000
T-1345      ,944.97723784,4.8017247E+3, 10.08451100, 19.36188248, 52.07959591, 64.39312217,6.0482883E+4,7.4568915E+5,520.35355268,334.96917277,185.38437991
T-1346      ,942.90042050,4.7989602E+3, 10.07806881, 19.36318278, 52.04645508, 64.39751675,6.0388386E+4,7.4520897E+5,520.35626377,334.96958546,185.38667831
T-1347      ,940.82905927,4.7961969E+3, 10.07163143, 19.36448271, 52.01333285, 64.40190953,6.0294096E+4,7.4472908E+5,520.35896064,334.96999538,185.38896526
T-1348      ,938.76313983,4.7934348E+3, 10.06519889, 19.36578229, 51.98022932, 64.40630051,6.0200013E+4,7.4424946E+5,520.36164336,334.97040256,185.39124080
T-1349      ,936.70264793,4.7906740E+3, 10.05877120, 19.36708152, 51.94714462, 64.41068973,6.0106136E+4,7.4377012E+5,520.36431200,334.97080701,185.39350499
T-1350      ,934.64756933,4.7879144E+3, 10.05234838, 19.36838041, 51.91407883, 64.41507719,6.0012466E+4,7.4329105E+5,520.36696665,334.97120876,185.39575789
T-1351      ,932.59788984,4.7851561E+3, 10.04593046, 19.36967896, 51.88103208, 64.41946291,5.9919001E+4,7.4281226E+5,520.36960737,334.97160781,185.39799955
T-1352      ,930.55359529,4.7823989E+3, 10.03951744, 19.37097718, 51.84800448, 64.42384692,5.9825742E+4,7.4233374E+5,520.37223423,334.97200419,185.40023004
T-1353      ,928.51467155,4.7796430E+3, 10.03310935, 19.37227509, 51.81499612, 64.42822923,5.9732686E+4,7.4185550E+5,520.37484731,334.97239792,185.40244939
T-1354      ,926.48110451,4.7768884E+3, 10.02670621, 19.37357267, 51.78200712, 64.43260986,5.9639835E+4,7.4137754E+5,520.37744668,334.97278901,185.40465766
T-1355      ,924.45288011,4.7741349E+3, 10.02030804, 19.37486995, 51.74903759, 64.43698883,5.9547187E+4,7.4089985E+5,520.38003241,334.97317749,185.40685492
T-1356      ,922.42998432,4.7713827E+3, 10.01391485, 19.37616693, 51.71608763, 64.44136616,5.9454741E+4,7.4042243E+5,520.38260457,334.97356336,185.40904121
T-1357      ,920.41240313,4.7686318E+3, 10.00752666, 19.37746360, 51.68315735, 64.44574187,5.9362498E+4,7.3994530E+5,520.38516324,334.97394666,185.41121658
T-1358      ,918.40012259,4.7658820E+3, 10.00114349, 19.37875999, 51.65024686, 64.45011598,5.9270457E+4,7.3946843E+5,520.38770848,334.97432738,185.41338110
T-1359      ,916.39312874,4.7631335E+3,  9.99476536, 19.38005610, 51.61735626, 64.45448850,5.9178617E+4,7.3899184E+5,520.39024036,334.97470556,185.41553480
T-1360      ,914.39140770,4.7603863E+3,  9.98839229, 19.38135194, 51.58448566, 64.45885945,5.9086978E+4,7.3851553E+5,520.39275896,334.97508121,185.41767775
T-1361      ,912.39494559,4.7576403E+3,  9.98202430, 19.38264750, 51.55163517, 64.46322886,5.8995539E+4,7.3803949E+5,520.39526434,334.97545434,185.41980999
T-1362      ,910.40372858,4.7548955E+3,  9.97566140, 19.38394280, 51.51880488, 64.46759675,5.8904299E+4,7.3756373E+5,520.39775657,334.97582498,185.42193158
T-1363      ,908.41774286,4.7521520E+3,  9.96930362, 19.38523785, 51.48599491, 64.47196312,5.8813259E+4,7.3708824E+5,520.40023572,334.97619314,185.42404258
T-1364      ,906.43697468,4.7494097E+3,  9.96295096, 19.38653265, 51.45320537, 64.47632802,5.8722417E+4,7.3661302E+5,520.40270186,334.97655884,185.42614302
T-1365      ,904.46141028,4.7466686E+3,  9.95660346, 19.38782721, 51.42043634, 64.48069144,5.8631773E+4,7.3613808E+5,520.40515505,334.97692209,185.42823297
T-1366      ,902.49103596,4.7439288E+3,  9.95026112, 19.38912154, 51.38768795, 64.48505342,5.8541327E+4,7.3566342E+5,520.40759537,334.97728291,185.43031247
T-1367      ,900.52583805,4.7411903E+3,  9.94392397, 19.39041564, 51.35496029, 64.48941397,5.8451078E+4,7.3518902E+5,520.41002288,334.97764131,185.43238157
T-1368      ,898.56580292,4.7384530E+3,  9.93759202, 19.39170952, 51.32225347, 64.49377312,5.8361025E+4,7.3471490E+5,520.41243765,334.97799732,185.43444033
T-1369      ,896.61091695,4.7357170E+3,  9.93126529, 19.39300319, 51.28956759, 64.49813087,5.8271169E+4,7.3424106E+5,520.41483975,334.97835095,185.43648880
T-1370      ,894.66116657,4.7329822E+3,  9.92494380, 19.39429666, 51.25690276, 64.50248727,5.8181508E+4,7.3376749E+5,520.41722923,334.97870222,185.43852702
T-1371      ,892.71653824,4.7302486E+3,  9.91862757, 19.39558993, 51.22425907, 64.50684232,5.8092042E+4,7.3329419E+5,520.41960617,334.97905113,185.44055504
T-1372      ,890.77701845,4.7275163E+3,  9.91231662, 19.39688300, 51.19163664, 64.51119604,5.8002770E+4,7.3282116E+5,520.42197064,334.97939772,185.44257292
T-1373      ,888.84259373,4.7247853E+3,  9.90601096, 19.39817590, 51.15903555, 64.51554846,5.7913692E+4,7.3234841E+5,520.42432269,334.97974198,185.44458071
T-1374      ,886.91325063,4.7220555E+3,  9.89971061, 19.39946862, 51.12645593, 64.51989959,5.7824808E+4,7.3187593E+5,520.42666239,334.98008395,185.44657844
T-1375      ,884.98897575,4.7193270E+3,  9.89341559, 19.40076117, 51.09389786, 64.52424947,5.7736117E+4,7.3140373E+5,520.42898981,334.98042363,185.44856618
T-1376      ,883.06975570,4.7165998E+3,  9.88712591, 19.40205356, 51.06136145, 64.52859810,5.7647618E+4,7.3093180E+5,520.43130501,334.98076104,185.45054398
T-1377      ,881.15557715,4.7138738E+3,  9.88084160, 19.40334580, 51.02884680, 64.53294551,5.7559311E+4,7.3046014E+5,520.43360806,334.98109619,185.45251187
T-1378      ,879.24642677,4.7111490E+3,  9.87456268, 19.40463789, 50.99635401, 64.53729173,5.7471195E+4,7.2998875E+5,520.43589901,334.98142911,185.45446990
T-1379      ,877.34229129,4.7084255E+3,  9.86828915, 19.40592984, 50.96388319, 64.54163676,5.7383271E+4,7.2951763E+5,520.43817794,334.98175980,185.45641814
T-1380      ,875.44315745,4.7057033E+3,  9.86202104, 19.40722167, 50.93143443, 64.54598065,5.7295536E+4,7.2904679E+5,520.44044490,334.98208828,185.45835662
T-1381      ,873.54901205,4.7029824E+3,  9.85575837, 19.40851337, 50.89900783, 64.55032339,5.7207992E+4,7.2857622E+5,520.44269995,334.98241457,185.46028538
T-1382      ,871.65984190,4.7002627E+3,  9.84950115, 19.40980496, 50.86660350, 64.55466503,5.7120637E+4,7.2810592E+5,520.44494317,334.98273868,185.46220449
T-1383      ,869.77563385,4.6975443E+3,  9.84324940, 19.41109644, 50.83422154, 64.55900557,5.7033471E+4,7.2763590E+5,520.44717460,334.98306062,185.46411398
T-1384      ,867.89637478,4.6948272E+3,  9.83700314, 19.41238782, 50.80186203, 64.56334505,5.6946494E+4,7.2716614E+5,520.44939432,334.98338041,185.46601391
T-1385      ,866.02205161,4.6921113E+3,  9.83076239, 19.41367911, 50.76952510, 64.56768348,5.6859704E+4,7.2669666E+5,520.45160238,334.98369807,185.46790431
T-1386      ,864.15265128,4.6893967E+3,  9.82452715, 19.41497032, 50.73721082, 64.57202089,5.6773102E+4,7.2622745E+5,520.45379884,334.98401360,185.46978524
T-1387      ,862.28816077,4.6866834E+3,  9.81829746, 19.41626145, 50.70491931, 64.57635729,5.6686687E+4,7.2575851E+5,520.45598377,334.98432703,185.47165674
